"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"FWRBUNY8","book","1847","Paltock, Robert","The life and adventures of Peter Wilkins: containing an account of his visit to the flying islanders, taken from his own mouth, in his passage to England, from off Cape Horn, in America, in the ship Hector","","","","","","An abridged version of the original 2 volume work published in 1751.","1847","2024-10-29 15:23:44","2024-10-29 15:23:44","","","","","","","","The life and adventures of Peter Wilkins","","","","","T. Bedlington & Son","Boston","eng","","","","","onesearch.wesleyan.edu","PR3615.P5 L5 1847","","","","","","Voyages, Imaginary","","","","","","","","","","","","","","","","","","","","Improved ed.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LADAVRLH","book","1849","Campbell, Thomas; Rogers, Samuel; Akenside, Mark; Clark & Austin","The Book of pleasures.","","","","","","","1849","2024-10-29 15:23:44","2024-10-29 15:23:44","","","","","","","","","","","","","Clark & Austin","New York","eng","","","","","onesearch.wesleyan.edu","BJ1481 .B6 1844","","","","","","Happiness; Poetry","","","","Clark & Austin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XMT9E2R6","book","1850","Dwight, M. A.; Gates, Stedman & Co","Harvest gleanings: a holiday book","","","","","","","1850","2024-10-29 15:23:44","2024-10-29 15:23:44","","","","","","","","Harvest gleanings","","","","","Gates, Stedman & Company","New-York","eng","","","","","onesearch.wesleyan.edu","AY11 .D9 1850","ISSN: 0107-6507","","","","","Collections; Gift books; Literature","","","","Gates, Stedman & Co","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KF7QKLF8","book","1850","Riker, John C.; Riker, John C.","Boquet [sic] album.","","","","","","","1850","2024-10-29 15:23:44","2024-10-29 15:23:44","","","","","","","","","","","","","J.C. Riker. Publisher.","New York","eng","","","","","onesearch.wesleyan.edu","AY11 .B66 1858","","","","","","Albums; Gift books","","","","Riker, John C.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E6EV4PKI","book","1831","Cairns Collection of American Women Writers","The Pearl, or, Affection's gift: a Christmas and New Year's present.","","","","","","","1831","2024-10-29 15:23:44","2024-10-29 15:23:44","","","","","","","","The Pearl, or, Affection's gift","","","","","Thomas T. Ash ...","Philadelphia","eng","","","","","onesearch.wesleyan.edu","AY11 .P4 1831","","","","","","Colored paper printings (Printing); Gift books; Gilt edges (Binding); Intaglio prints; Presentation inscriptions (Provenance); Printed boards (Binding); Quarter bindings (Binding)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9GCDLFDJ","book","1854","Cutter, Calvin","A treatise on anatomy, physiology, and hygiene: designed for the colleges, academies, and families","","","","","","","1854","2024-10-29 15:23:44","2024-10-29 15:23:44","","","","","","","","A treatise on anatomy, physiology, and hygiene","","","","","Benjamin B. Mussey and Co.","Boston","eng","","","","","onesearch.wesleyan.edu","QP36 .C975","","","","","","Anatomy; Hygiene; Physiology; Popular works","","","","","","","","","","","","","","","","","","","","Revised stereotype edition.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HPQ3J2CE","book","1852","Baskin Collection of Victorian bindings","Album.","","","","","","","1852","2024-10-29 15:23:44","2024-10-29 15:23:44","","","","","","","","","","","","","publisher not identified","Place of publication not identified","eng","","","","","onesearch.wesleyan.edu","AY11 .A42 1850z","","","","","","Albums; Autograph albums; Fine bindings; Specimens","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YDU57G96","book","1860","","The Gem of the season. with ten fine illustrations.","","","","","","","1860","2024-10-29 15:23:44","2024-10-29 15:23:44","","","","","","","","","","","","","Leavitt & Allen","New York","eng","","","","","onesearch.wesleyan.edu","AY11 .G34 1859","","","","","","Gift books","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58EMDXWI","book","1838","Baskin Collection of Victorian Bindings","Album.","","","","","","","1838","2024-10-29 15:23:44","2024-10-29 15:23:44","","","","","","","","","","","","","J.C. Riker","New York","eng","","","","","onesearch.wesleyan.edu","AY11 .A429 1840z","","","","","","Albums; Autograph albums; Fine bindings; Specimens","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CH5LT3ZM","book","1854","Peirce Academy; Baskin Collection of Victorian Bindings","Album of friendship.","","","","","","","1854","2024-10-29 15:23:44","2024-10-29 15:23:44","","","","","","","","","","","","","J.C. Riker","New York","eng","","","","","onesearch.wesleyan.edu","AY11 .A43 1800z","","","","","","Albums; Autograph albums; Fine bindings; Specimens","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6DJRMMJD","book","1818","Ariosto, Lodovico; Hoole, John","The Orlando of Ariosto, reduced to twenty-four books; the narrative connected, and the stories disposed in a regular series.","","","","","","","1818","2024-10-29 15:23:44","2024-10-29 15:23:44","","","","","","","","","Miniature library","","","","Printed by C. Whittingham, College House, for Suttaby, Evance, and Fox, Stationer's court, London","Chiswick","eng","","","","","onesearch.wesleyan.edu","PQ4567 .A2 1819","","","","","","","","","","Hoole, John","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PMMXMCA8","book","1847","Weld, H. Hastings","Scenes in the lives of the patriarchs and prophets.","","","","","","","1847","2024-10-29 15:23:44","2024-10-29 15:23:44","","","","","","","","","","","","","Lindsay and Blakiston","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BS573 .W4 1847","","","","","","1847; Bible; Bible Old Testament; Biographies; Biography; Gilt edges (Binding); History of Biblical events; Intaglio prints; Leather bindings (Binding); Patriarchs (Bible); Pictorial bindings (Binding); Poems; Poetry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IEIZZIAU","book","1860","Saucié, D.","Histoire de la littérature française ...","","","","","","","1860","2024-10-29 15:23:44","2024-10-29 15:23:44","","","","","","","","","","","","","Ad Mame et cie","Tours","fre","","","","","onesearch.wesleyan.edu","PQ116 .H5 1860","","","","","","","","","","","","","","","","","","","","","","","","","","3. éd.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5Q5QW2W7","book","1850","Thayer, J.; French, James; French, James; George C Rand & Co; W Sharp & Co","Floral gems, or The songs of the flowers.","","","","","","","1850","2024-10-29 15:23:44","2024-10-29 15:23:44","","","6+128","","","","","","","","","","Published by James French Washington Street.","Boston","eng","","","","","onesearch.wesleyan.edu","AY11 .F46 1850","","","","","","1850; Color printing (Printing); Flowers; Gift books; Gilt edges (Binding); Lithographs; Plates; Poetry; Publishers' cloth bindings (Binding)","","","","French, James; George C Rand & Co; W Sharp & Co","","","","","","","","","","","","","","","","Eighth edition.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUW6TJ2K","book","1851","","Life of General Warren: to which are added sketches of the lives of De Kalb, Wayne and Morgan.","","","","","","","1851","2024-10-29 15:23:44","2024-10-29 15:23:44","","","","","","","","Life of General Warren","","","","","Cornish, Lamport & Co.","New York","eng","","","","","onesearch.wesleyan.edu","E263.M4 W26 1851","","","","","","Kalb, Jean, baron de, 1721-1780; Morgan, Daniel, 1736-1802; Warren, Joseph, 1741-1775; Wayne, Anthony, 1745-1796","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBMPUCUL","book","1878","","Lady's almanac for ...","","","","","","","1878","2024-10-29 15:23:44","2024-10-29 15:23:44","","","","","","","","","","","","","John P. Jewett","Boston","eng","","","","","onesearch.wesleyan.edu","AY201.B7 L33 1862","Publication Title: Lady's almanac for ...","","","","","19th century; Almanacs, American; Massachusetts; Periodicals; Publishers' cloth bindings (Binding); Women; Women's periodicals, American","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QG32BAE7","book","1849","","A Parting gift to a Christian friend.","","","","","","","1849","2024-10-29 15:23:44","2024-10-29 15:23:44","","","","","","","","","","","","","Brown and Parsons","Hartford","eng","","","","","onesearch.wesleyan.edu","AY11 .P256 1839","","","","","","Gift books","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R6J8NKMP","book","1849","Barclay, Kate","Odd fellow's token: devoted to friendship, love & truth.","","","","","","","1849","2024-10-29 15:23:44","2024-10-29 15:23:44","","","","","","","","Odd fellow's token","","","","","Derby","Auburn, N.Y","eng","","","","","onesearch.wesleyan.edu","HS995 .B3 1849","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FQYH3KI5","book","1857","","The ladies' keepsake and home library","","","","","","","1857","2024-10-29 15:23:44","2024-10-29 15:23:44","","","","","","","","","","","","","Burdick & Scovill","New York","eng","","","","","onesearch.wesleyan.edu","AY11 .L28 1857","","","","","","Gift books","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QGVDR44S","book","","Flavel, John","A gift for mourners: in two treatises","","","","","","","18","2024-10-29 15:23:44","2024-10-29 15:23:44","","","","","","","","A gift for mourners","","","","","American tract Society","New York","eng","","","","","onesearch.wesleyan.edu","BV4905 .F53 1834","","","","","","Consolation; Devotional literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5XH8ULKJ","book","1846","Lady","The bouquet: containing the poetry and language of flowers","","","","","","","1846","2024-10-29 15:23:44","2024-10-29 15:23:44","","","","","","","","The bouquet","","","","","Benjamin B. Mussey","Boston","eng","","","","","onesearch.wesleyan.edu","AY11 .B7 1846","","","","","","Flower language; Gift books","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CB6SCEAS","book","1852","Coates, Reynell; Coates, Reynell; EH Butler & Co","Leaflets of memory: an illuminated annual for MDCCCLII","","","","","","","1852","2024-10-29 15:23:44","2024-10-29 15:23:44","","","","","","","","Leaflets of memory","","","","","E.H. Butler & Co.","Philadelphia","eng","","","","","onesearch.wesleyan.edu","AY11 .L63 1852","","","","","","1851; Chromolithographs; Gift books","","","","Coates, Reynell; EH Butler & Co","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B7BZ6P4D","book","1872","Byron, George Gordon Byron","The poetical works of Lord Byron.","","","","","","","1872","2024-10-29 15:23:44","2024-10-29 15:23:44","","","","","","","","","","","","","W.P. Nimmo","Edinburgh","eng","","","","","onesearch.wesleyan.edu","PR4350 .E72 1872","","","","","","","","","","","","","","","","","","","","","","","","","","New ed. carefully rev.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SHHBBAKC","book","1804","Filhol, Antoine Michel; Caraffe, Armand Charles; Lavallée, Joseph; Jal, A.; Musée du Louvre","Galerie du Musée Napoléon","","","","","","","1804","2024-10-29 15:23:44","2024-10-29 15:23:44","","","","","","","","","","","","","Filhol","Paris","fre","","","","","onesearch.wesleyan.edu","N2030 .G23 T.3","","","","","","Catalogs; France; Musée du Louvre; Painting; Paris; Sculpture","","","","Musée du Louvre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E2J7F5W3","book","1854","","Leaflets of memory: an illuminated annual for MDCCLIV.","","","","","","","1854","2024-10-29 15:23:44","2024-10-29 15:23:44","","","","","","","","Leaflets of memory","","","","","Published by E.H. Butler & Co.","Philadelphia","eng","","","","","onesearch.wesleyan.edu","AY11 .L63 1854","","","","","","Gift books","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6TPBFBBZ","book","1833","Sheridan, Louisa Henrietta; Sheridan, Louisa Henrietta","The comic offering, or, Ladies' melange of literary mirth: for MDCCCXXXIII [i.e. 1833]","","","","","","","1833","2024-10-29 15:24:37","2024-10-29 15:24:37","","","","","","","","The comic offering, or, Ladies' melange of literary mirth","","","","","Smith, Elder and Co.","London","eng","","","","","onesearch.wesleyan.edu","PN6173 .C65 1833","","","","","","Embossed bindings (Binding); English wit and humor; Gilt tooled bindings (Binding); Periodicals; Women authors; Women's periodicals, English","","","","Sheridan, Louisa Henrietta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WYWDB5S2","book","1840","Laing, Alexander; Burns, Robert; Fletcher-Williams Collection","The complete poetical works of Robert Burns: with explanatory and glossarial notes ; and a life of the author","","","","","","","1840","2024-10-29 15:24:37","2024-10-29 15:24:37","","","","","","","","The complete poetical works of Robert Burns","","","","","Scott, Webster and Geary","London","eng","","","","","onesearch.wesleyan.edu","PR4300 1840 .L63","","","","","","","","","","Fletcher-Williams Collection","","","","","","","","","","","","","","","","Abridged. New ed.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RHXJF9KV","book","1853","Fletcher, J. M.; Fletcher, J. M.","The Golden gift: a token for all seasons.","","","","","","","1853","2024-10-29 15:24:37","2024-10-29 15:24:37","","","","","","","","The Golden gift","","","","","J. Buffum","Boston","eng","","","","","onesearch.wesleyan.edu","AY11 .G64 1853","","","","","","","","","","Fletcher, J. M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H5IVKCV5","book","1853","","The Mother's and young lady's annual: a gift book for the holidays : with forty-two engravings and flowers.","","","","","","","1853","2024-10-29 15:24:37","2024-10-29 15:24:37","","","","","","","","The Mother's and young lady's annual","","","","","C. Stone","Boston","eng","","","","","onesearch.wesleyan.edu","AY11 .M68 1853","","","","","","Gift books","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PA6BJUME","book","1863","Baskin Collection of Victorian Bindings","Rural album.","","","","","","","1863","2024-10-29 15:24:37","2024-10-29 15:24:37","","","","","","","","","","","","","Bradley, Dayton & Co.","Boston (Mass.)","eng","","","","","onesearch.wesleyan.edu","AY11 .R8 1860z","","","","","","Albums; Autograph albums; Fine bindings; Specimens","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28EVHXFQ","book","184","American Sunday-School Union","Memoir of Anna Louisa Campbell","","","","","","","0184","2024-10-29 15:24:37","2024-10-29 15:24:37","","","","","","","","","[The Child's home library","41","","","American Sunday-School Union","Philidelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.41","","","","","","1846; Campbell, Anna Louisa, 1813-1822; Christian biography; Juvenile literature; Juvenile works; Sunday school literature; United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZBF9DWE9","book","1852","American Sunday-School Union; American Sunday-School Union Committee of Publication","The broken bough","","","","","","","1852","2024-10-29 15:24:37","2024-10-29 15:24:37","","","","","","","","","","","","","American Sunday-School Union","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.18","","","","","","1852; Children's stories; Christian life; Fiction; Juvenile fiction; Juvenile works","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q69XM7A3","book","183","American Sunday-School Union","Temper, or, The story of Susan and Betsy","","","","","","","0183","2024-10-29 15:24:37","2024-10-29 15:24:37","","","","","","","","","[The Child's home library","34","","","American Sunday-School Union","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.34","","","","","","Children's stories, American; Christian literature for children; Sunday school literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B33554IV","book","1827","Selfridge, Thomas Oliver; Johnson, Lawrence; American Sunday-School Union Committee of Publication; American Sunday-School Union","The tulip, or, Selina's favourite","","","","","","","1827","2024-10-29 15:24:37","2024-10-29 15:24:37","","","32","","","","","","III series ; no. 119","","","","American Sunday School Union, no. 148 Chesnut Street","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.42","","","","","","1827; Children's sermons; Conduct of life; Conversion; Fiction; Juvenile fiction; Juvenile literature; Juvenile works; Pennsylvania; Philadelphia; Sunday school literature","","","","Johnson, Lawrence; American Sunday-School Union Committee of Publication; American Sunday-School Union","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E94H5EE4","book","183","American Sunday-School Union","Milk for babes, or, A catechism in verse","","","","","","","0183","2024-10-29 15:24:37","2024-10-29 15:24:37","","","","","","","","","[The Child's home library","29","","","American Sunday-School Union","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.29","","","","","","Catechisms; Christian literature for children; Sunday school literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS93FWQH","book","182","American Sunday-School Union; American Sunday-School Union Committee of Publication","Bread, the staff of life","","","","","","","0182","2024-10-29 15:24:37","2024-10-29 15:24:37","","","","","","","","","[The Child's cabinet library","1","","","American Sunday-School Union, no.146 Chestnut Street","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.1","","","","","","Children's stories, American; Christian literature for children; Juvenile literature; Sunday school literature","","","","American Sunday-School Union Committee of Publication","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E2GZYV7Y","book","1852","Humboldt, Alexander von","The travels and researches of Alexander von Humboldt","","","","","","","1852","2024-10-29 15:24:37","2024-10-29 15:24:37","","","","","","","","","","","","","T. Nelson","London","eng","","","","","onesearch.wesleyan.edu","F2216 .H92 1853","","","","","","Description and travel; Mexico; Russia (Federation); Scientific expeditions; Siberia; Siberia (Russia); South America","","","","","","","","","","","","","","","","","","","","Enl. ed. with a narrative of Humboldt's most recent researches, including his celebrated journey to the Ural mountains, explorations of the Altaian range, and the Caspian sea.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GCUU89AH","book","1843","","Neues Gesangbuch für die evangelischen Gemeinen der Herrschaft Asch.","","","","","","","1843","2024-10-29 15:24:37","2024-10-29 15:24:37","","","","","","","","","","","","","J.A. Kohler","Asch","ger","","","","","onesearch.wesleyan.edu","BV481.L7 C95 1856","","","","","","Hymns; Hymns, German; Lutheran Church","","","","","","","","","","","","","","","","","","","","4. Aufl.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HA9EA73W","book","1853","","The Young man's offering: comprising prose and poetical writings of the most eminent authors.","","","","","","","1853","2024-10-29 15:24:37","2024-10-29 15:24:37","","","","","","","","The Young man's offering","","","","","Phillips, Sampson & Co.","Boston","eng","","","","","onesearch.wesleyan.edu","AY11 .Y68 1855","","","","","","Gift books","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HVC9YXC9","book","1850","Nelson, Thomas; Flowers, T. G.; Nelson, Thomas; Flowers, T. G.","Memorials of early genius: and achievements in the pursuit of knowledge.","","","","","","","1850","2024-10-29 15:24:37","2024-10-29 15:24:37","","","","","","","","Memorials of early genius","","","","","T. Nelson","London","eng","","","","","onesearch.wesleyan.edu","BF416.A1 M44 1851","","","","","","1850; Biographies; Biography; Embossed cloth bindings (Binding); Genius; Juvenile literature; Juvenile works; Role models","","","","Nelson, Thomas; Flowers, T. G.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72FIH5C3","book","184","American Sunday-School Union","The Dying robber","","","","","","","0184","2024-10-29 15:24:37","2024-10-29 15:24:37","","","","","","","","","[The Child's home library","21","","","The Union","Philadelphia, Pa","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.45","","","","","","Children's stories, American; Christian literature for children; Sunday school literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M6DRQ38B","book","184","American Sunday-School Union; American Sunday-School Union Committee of Publication; American Sunday-School Union","Poetical lessons for children","","","","","","","0184","2024-10-29 15:24:37","2024-10-29 15:24:37","","","","","","","","","[The Child's home library","35","","","American Sunday-School Union Chestnut Street","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.35","","","","","","1835; Children; Children's poetry; Christian life; Christian literature for children; Conduct of life; Juvenile literature; Juvenile poetry; Juvenile works; Poetry; Religious poetry; Sunday school literature","","","","American Sunday-School Union Committee of Publication; American Sunday-School Union","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ATGF2VZX","book","","American Sunday-School Union","The Lucky stone","","","","","","","18","2024-10-29 15:24:37","2024-10-29 15:24:37","","","","","","","","","[The Child's home library","20","","","American Sunday-School Union","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.20","ISSN: 0806-2102","","","","","1857; Children's literature; Children's stories, American; Christian literature for children; Juvenile literature; Juvenile works; Pennsylvania; Philadelphia; Sunday school literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LACGXD66","book","1858","American Sunday-School Union","The village reformed; or, The Sunday-School.","","","","","","","1858","2024-10-29 15:24:37","2024-10-29 15:24:37","","","","","","","","","[The Child's home library","10","","","American Sunday-School Union","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.10","","","","","","Children's stories, American; Christian literature for children; Sunday school literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GN2E2WLF","book","183","American Sunday-School Union","Francis and James, or, Examine yourselves","","","","","","","0183","2024-10-29 15:24:37","2024-10-29 15:24:37","","","","","","","","","[The Child's home library","38","","","American Sunday School Union","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.38","ISSN: 2420-9074","","","","","Children's stories, American; Christian literature for children; Sunday school literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DTFQTRH9","book","183","American Sunday-School Union","The Two lambs: an allegorical story","","","","","","","0183","2024-10-29 15:24:37","2024-10-29 15:24:37","","","","","","","","The Two lambs","[The Child's home library","33","","","American Sunday-School Union","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.33","ISSN: 2419-7068","","","","","1835; Allegories; Children; Children's stories, American; Christian life; Christian literature for children; Conduct of life; Experience; Fiction; Juvenile fiction; Juvenile works; Lambs; Obedience; Peace; Shepherds; Sunday school literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q2ZRCMTF","book","183","American Sunday-School Union","The rainbow after the thunderstorm ; The ten commandments","","","","","","","0183","2024-10-29 15:24:37","2024-10-29 15:24:37","","","","","","","","","[The Child's home library","9","","","American Sunday-School Union","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.9","","","","","","Children's stories, American; Christian literature for children; Sunday school literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NI9WRY4L","book","184","American Sunday-School Union","Laura and Helen, or, The deaths of the school-mates","","","","","","One of a set of 50 volumes for children issued by the American Sunday-School Union in a glass-fronted walnut bookcase. The Child's cabinet library was listed in American Sunday-School Union catalogs from Jan. 1847 to at least 1870; it was not listed in 1893. All of the titles include wood-engraved illustrations and are uniformly bound in marbled boards with dyed-black sheep spines stamped and numbered in gold. Volumes 1-25 contain two stories each, each with separate title page and pagination; vol. 26-50 contain one story each. Most stories have title pages with publisher information but all are undated; publisher's address varies between 146, 316 and 1122 Chestnut St., indicating possible publication dates between 1826 and 1907. The Child{u2019}s Cabinet Library includes numerous moral stories as well as other works devoted to religious instruction, including catechisms and prayers. The texts are primarily in prose, but some titles are in verse and a few in dialogue form. Periodically, additional prayers, hymns, or devotional poems were also inserted at the end of a text.","0184","2024-10-29 15:24:37","2024-10-29 15:24:37","","","","","","","","","[The Child's home library","49","","","American Sunday-School Union","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.49","","","","","","1846; Children's stories, American; Christian literature for children; Juvenile literature; Sunday school literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ATCIRLXG","book","1827","Old Humphrey; Johnson, Lawrence; American Sunday-School Union","The history of Thomas Brown.","","","","","","","1827","2024-10-29 15:24:37","2024-10-29 15:24:37","","","","","","","","","[The Child's home library","2","","","American Sunday School Union","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.2","","","","","","1827; Children's stories, American; Christian literature for children; Conversion; Juvenile literature; Juvenile works; Sunday school literature","","","","Johnson, Lawrence; American Sunday-School Union","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WLWMAD33","book","184","American Sunday-School Union","The Lord's prayer.","","","","","","","0184","2024-10-29 15:24:37","2024-10-29 15:24:37","","","","","","","","","[The Child's home library","46","","","American Sunday-School Union","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.46","","","","","","Christian literature for children; Juvenile literature; Juvenile works; Lord's prayer; Prayer; Sunday school literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7L46V9FG","book","182","American Sunday-School Union","Little Tom, the huntsman's boy","","","","","","","0182","2024-10-29 15:25:23","2024-10-29 15:25:23","","","","","","","","","[The Child's home library","7","","","American Sunday-School Union","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.7","","","","","","Children's stories, American; Christian literature for children; Sunday school literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APT8ITK4","book","1829","American Sunday-School Union; Baskin Collection of Victorian Bindings","The Idiot","","","","","","","1829","2024-10-29 15:25:23","2024-10-29 15:25:23","","","16+16","","","","","","[The Child's home library","14","","","American Sunday-School Union","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.14","","","","","","Children's stories, American; Christian literature for children; Sunday school literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B6AIEBIB","book","1824","American Sunday-School Union; American Sunday-School Union Committee of Publication","The prodigal son","","","","","","","1824","2024-10-29 15:25:23","2024-10-29 15:25:23","","","","","","","","","[The Child's cabinet library","36","","","American Sunday-School Union Chestnut Street","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.36","","","","","","Chapbooks; Christian literature for children; Juvenile literature; Juvenile works; Parables; Prodigal son (Parable); Sunday school literature","","","","American Sunday-School Union Committee of Publication","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V2GGXKSJ","book","1850","American Sunday-School Union","The Sunday scholar","","","","","","","1850","2024-10-29 15:25:23","2024-10-29 15:25:23","","","","","","","","","[The Child's home library","12","","","American Sunday-School Union","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.--","","","","","","Children's poetry; Christian literature for children; Sunday school literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
