Work_ID,Date,Date_Uncertainty_Level,Publication_Title,Notes,Source,Type,Location,Links,lat,lon,Coordinates
The Raven,1854-01-01,approximate to the year, Home Companion ," pp. 216-217 (with two illustrations, a large one also used elsewhere and a smaller illustration of a raven, at the end) (specific issues of this magazine are not indicated in bound volumes)",https://www.eapoe.org/works/info/pp073.htm,Newspaper,"London, UK",,51.5074456,-0.1277653,"51.5074456, -0.1277653"
The Raven,1854-04-06,exact, Perry County Democrat ,"(Blomfield, PA), vol. 17, no. 47, p. 1, cols. 2-3",https://www.eapoe.org/works/info/pp073.htm,Newspaper,"Blomfield, PA",,33.199221,-96.713399,"33.199221, -96.713399"
The Raven,1856-01-01,approximate to the year, Cyclopedia of American Literature,New York: Charles Scribner,https://www.eapoe.org/works/info/pp073.htm,Book,"New York, NY",,40.7127281,-74.0060152,"40.7127281, -74.0060152"
The Raven,1857-08-22,exact, Philadelphia Press ,"(p. 4) (this item is noted by George Monteiro, â""Fugitive Reprints,"" E. A. Poe Review, Fall 2010, p. 162.)",https://www.eapoe.org/works/info/pp073.htm,Newspaper,"Philadelphia, PA",,39.9527237,-75.1635262,"39.9527237, -75.1635262"
The Raven,1857-09-01,approximate to the month, The Orator,,https://www.eapoe.org/works/info/pp073.htm,Newspaper,"Buffalo, NY",,42.8867166,-78.8783922,"42.8867166, -78.8783922"
The Raven,1857-10-09,exact, Freeport Daily Journal ,"(Freeport, IL), vol. II, no. 429, p. 2, cols. 3-4",https://www.eapoe.org/works/info/pp073.htm,Newspaper,"Freeport, IL",,42.2966861,-89.6212271,"42.2966861, -89.6212271"
The Raven,1858-01-01,approximate to the year, Achievements of Americans,"Cincinnati: Henry Howe (along with â""Annabel Lee"")",https://www.eapoe.org/works/info/pp073.htm,Book,"Cincinnati, OH",,39.1014537,-84.5124602,"39.1014537, -84.5124602"
The Raven,1858-01-01,approximate to the year, Poets of the Nineteenth Century ,"(an anthology edited by Poe's friend Evert A. Duyckinck. â""The Raven"" is one of Poe's most-collected poems, appearing in hundreds of anthologies.)",https://www.eapoe.org/works/info/pp073.htm,Book,"New York, NY",,40.7127281,-74.0060152,"40.7127281, -74.0060152"
The Raven,1858-03-27,exact, Weekly Champion and Press ,"(p. 4) (this item is noted by George Monteiro, â""Fugitive Reprints,"" E. A. Poe Review, Fall 2010, p. 162.)",https://www.eapoe.org/works/info/pp073.htm,Newspaper,"Atchison, KS",,39.5632392,-95.1199452,"39.5632392, -95.1199452"
The Raven,1858-04-09,exact, Daily Pantagraph ,"(Bloomington, IL), vol. II, whole no. 351, p. 2, cols. 3-4",https://www.eapoe.org/works/info/pp073.htm,Newspaper,"Bloomington, IL",,40.4797828,-88.9939147,"40.4797828, -88.9939147"
The Raven,1858-04-14,exact, Weekly Pantagraph," (Bloomington, IL), vol. XII, no. 19, p. 1, cols. 1-2",https://www.eapoe.org/works/info/pp073.htm,Newspaper,"Bloomington, IL",,40.4797828,-88.9939147,"40.4797828, -88.9939147"
The Raven,1858-05-22,exact,The Council Bluffs Nonpareil.,,Chronicling America search,Newspaper,"Council Bluffs, IA",https://chroniclingamerica.loc.gov/lccn/sn84027096/1858-05-22/ed-1/seq-1/,41.258841,-95.8519484,"41.258841, -95.8519484"
The Raven,1859-01-01,approximate to the year," Lovell's Progressive Readers,"," No. 5, New Haven: Peck, White and PeckÂ  (The subtitle reads: â""A Class Book for the use of Advanced Pupils in Public and Private Schools."" It is edited by John E. Lovell. The copyright date is also 1859, suggesting that this was the first edition.)",https://www.eapoe.org/works/info/pp073.htm,Newspaper,"New Haven, CT",,41.3082138,-72.9250518,"41.3082138, -72.9250518"
The Raven,1860-04-07,exact,The Shasta Courier,,Chronicling America search,Newspaper,"Shasta, CA",https://chroniclingamerica.loc.gov/lccn/sn82015099/1860-04-07/ed-1/seq-4/,40.5993165,-122.4919571,"40.5993165, -122.4919571"
The Raven,1864-05-21,exact,The Mountain Democrat,,Chronicling America search,Newspaper,"Placerville, CA",https://chroniclingamerica.loc.gov/lccn/sn82014487/1864-05-21/ed-1/seq-4/,38.7296252,-120.798546,"38.7296252, -120.798546"
The Raven,1864-09-03,exact,The Montana Post,,Chronicling America search,Newspaper,"Virginia City, MT",https://chroniclingamerica.loc.gov/lccn/sn83025293/1864-09-03/ed-1/seq-4/,45.2935505,-111.9442329,"45.2935505, -111.9442329"
The Raven,1865-01-01,approximate to the year," Golden Leaves from the American Poets, collected by John W. S. Hows",", New York: Bunce and Huntington (This a common collection of popular poems includes works by Poe, Emerson, Longfellow, J. R. Lowell, F. S. Key, Whittier, and others.)",https://www.eapoe.org/works/info/pp073.htm,Book,"New York, NY",,40.7127281,-74.0060152,"40.7127281, -74.0060152"
The Raven,1865-01-01,approximate to the year, A new year's greeting in the form of a 7 page booklet,", on heavy card stock (printed for the Philadelphia Inquirer. It includes the illustration used in several of the Widdleton editions of the Poems, although the illustration appears slightly different and may be reversed.)",https://www.eapoe.org/works/info/pp073.htm,Pamphlet,"Philadelphia, PA",,39.9527237,-75.1635262,"39.9527237, -75.1635262"
The Raven,1866-03-31,exact, South Carolina Leader ,"(Charleston, SC), vol. I, no. 26, p. 1, cols. 3-4 (acknowledged as â""By Edgar Allen [[Allan]] Poe."")",https://www.eapoe.org/works/info/pp073.htm,Newspaper,"Charleston, SC",https://chroniclingamerica.loc.gov/lccn/sn83025783/1866-03-31/ed-2/seq-1/,32.7884363,-79.9399309,"32.7884363, -79.9399309"
The Raven,1867-04-03,exact, Greene County Republican ,"(Waynesburg, PA), vol. X, no. 43, p. 1, cols. 1-2 (A brief introductory note says â""We present our readers this week with THE RAVEN written by Edgar Allen [[Allan]] Poe. That strange character, in strange moods, has left us strange lines, and has journeyed away from the world. Whether these lines may convey any moral or meaning, it matters but little, but one thing is certain, the theme is wild and ghostly, and from the effect it has upon the reader, who can judge of the feelings of him who wrote them? What a depth of weird fancy, nearly superhuman, must have been his!"")",https://www.eapoe.org/works/info/pp073.htm,Newspaper,"Waynesburg, PA",https://chroniclingamerica.loc.gov/lccn/sn86081582/1867-04-03/ed-1/seq-1/,39.8964641,-80.1792299,"39.8964641, -80.1792299"
The Raven,1868-01-22,exact, Franklin Reporter ,"(Chambersburg, PA), vol. 75, Whole no. 3,836, p. 1, col. 4 (acknowledged as â""By Edgar A. Poe."") (it is noted as having been reprinted â""by request."")",https://www.eapoe.org/works/info/pp073.htm,Newspaper,"Chambersburg, PA",,39.9375112,-77.6612586,"39.9375112, -77.6612586"
The Raven,1869-03-15,exact,The Democrat,,Chronicling America search,Newspaper,"Weston, WV",https://chroniclingamerica.loc.gov/lccn/sn84026840/1869-03-15/ed-1/seq-1/,39.0384274,-80.467313,"39.0384274, -80.467313"
The Raven,1870-02-09,exact, Tunkhannock Republican ,"(Tunkhannock, PA), vol. I, no. 28, p. 1, cols. 4-5 (with no acknowledgment of source or author.)",https://www.eapoe.org/works/info/pp073.htm,Newspaper,"Tunkhannock, PA",,41.5385159,-75.946844,"41.5385159, -75.946844"
The Raven,1870-05-01,approximate to the month, Demorest's Monthly Magazine," vol. Vii, no. 5 (This printing features 10 pleasant but unremarkable vignette illustrations. Not surprisingly, the narrator looks a great deal like Poe.)",https://www.eapoe.org/works/info/pp073.htm,Newspaper,"New York, NY",,40.7127281,-74.0060152,"40.7127281, -74.0060152"
The Raven,1871-04-01,exact,The Herald.,,Chronicling America search,Newspaper,"Smyrna, Del",https://chroniclingamerica.loc.gov/lccn/sn88053095/1871-04-01/ed-1/seq-1/,35.04196445,-81.40943051,"35.04196445, -81.4094305119922"
The Raven,1873-04-18,exact,Bellows Falls Times,,Chronicling America search,Newspaper,"Bellows Falls, VT",https://chroniclingamerica.loc.gov/lccn/sn84022549/1873-04-18/ed-1/seq-1/,43.134063,-72.444534,"43.134063, -72.444534"
The Raven,1875-01-01,approximate to the year," The Works of Edgar Allan Poe, vol 3: Poems and Essays, ed. J. H. Ingram","Edinburgh: Adam and Charles Black (3:1-5)Â  (Ingram appears to follow Griswold's text, but drops the â""s"" from â""mortals."" It does not appear that Ingram was aware of the J. L. Graham copy of The Raven and Other Poems with Poe's corrections.)",https://www.eapoe.org/works/info/pp073.htm,Book,"Edinburgh, Scotland",https://www.eapoe.org/works/ingram/jhi74302.htm,55.9533456,-3.1883749,"55.9533456, -3.1883749"
The Raven,1877-01-01,approximate to the year, Biographical Sketches of Distinguished Marylanders by Esmeralda Boyle,"Baltimore: Kelly, Piet & Company (pp. 39-42) (the poem is the full extent of any â""sketch"" of Poe. The byline for the poem as printed here reads â""BY EDGAR ALLAN POE. OF BALTIMORE, MD."" A number of poems by other Maryland poets are given throughout the book.)",https://www.eapoe.org/works/info/pp073.htm,Book,"Baltimore, MD",,39.2908816,-76.610759,"39.2908816, -76.610759"
The Raven,1878-03-01,exact, Opelika Times ,"vol. IV, no. 48, p. 1, cols. 3-4 (acknowledged as â""By Edgar Allen [[Allan]] Poe."")",https://www.eapoe.org/works/info/pp073.htm,Newspaper,"Opelika, AL",,32.6454116,-85.3782795,"32.6454116, -85.3782795"
The Raven,1878-03-14,exact,The Weekly Kansas Chief,,Chronicling America search,Newspaper,"Troy, KS",https://chroniclingamerica.loc.gov/lccn/sn82015484/1878-03-14/ed-1/seq-1/,39.7858014,-95.0895381,"39.7858014, -95.0895381"
The Raven,1878-06-26,exact, Herald and Torch Light ,"(Hagerstown, MD), vol. LXV, no. 46, p. 1, col. 5 (acknowledged as â""By Edgar Allan Poe"" and reprinted from the Baltimorean)",Chronicling America search,Newspaper,"Hagerstown, MD",,39.6430455,-77.7191081,"39.6430455, -77.7191081"
The Raven,1884-01-01,approximate to the year," Readings from American Authors, Humorous and Pathetic, edited by John A. Jennings, ","Dublin: Carson Brothers, pp. 95-98 (The miscellany includes three items by Poe, two stories and one poen. The prices is noted as one shilling.)",https://www.eapoe.org/works/info/pp073.htm,Book,"Dublin, Ireland",,53.3493795,-6.2605593,"53.3493795, -6.2605593"
The Raven,1884-01-01,approximate to the year,The Raven,", illustrated by W. L. Taylor. New York: E. P. Dutton, 1884.",https://exhibits.library.jhu.edu/exhibits/show/enigmatic-edgar/master-of-variety/the-raven,Book,"New York, NY",,40.7127281,-74.0060152,"40.7127281, -74.0060152"
The Raven,1884-01-01,approximate to the year,The Raven,"llustrated by Gustave Dore. New York: Harper & Brothers, 1884",https://exhibits.library.jhu.edu/exhibits/show/enigmatic-edgar/master-of-variety/the-raven,Book,"New York, NY",,40.7127281,-74.0060152,"40.7127281, -74.0060152"
The Raven,1890-01-01,approximate to the year,Fort Worth Daily Gazette,,https://www.eapoe.org/works/info/pp073.htm,Newspaper,"Fort Worth, TX",https://chroniclingamerica.loc.gov/lccn/sn86064205/1890-08-16/ed-1/seq-4/,33.0357485,-97.32462504,"33.0357485, -97.3246250376905"
The Raven,1895-01-01,approximate to the year,"The Works of Edgar Allan Poe, vol. 10: Poems",", ed. E. C. Stedman and G. E. Woodberry (Chicago: Stone and Kimball), 10:5-11 and 10:154-159 ",https://www.eapoe.org/works/info/pp073.htm,Book,"Chicago, IL",,"	41.881832",-87.623177,"	41.881832, -87.623177"
The Raven,1897-01-01,approximate to the year,"The Raven, The Fall of the House of Usher and Other Poems and Tales,"," ed. William P. Trent (Boston: Houghton Mifflin Company), pp. 1-9",https://www.eapoe.org/works/info/pp073.htm,Book,"Boston, MA",,42.3554334,-71.060511,"42.3554334, -71.060511"
